UT,UT_author,full_name,family_name,given_name,author_order
WOS:000489161300001,"WOS:000489161300001_Song, Jae","Song, Jae",Song,Jae,1
WOS:000489161300001,"WOS:000489161300001_Price, David J.","Price, David J.",Price,David J.,2
WOS:000489161300001,"WOS:000489161300001_Guvenen, Fatih","Guvenen, Fatih",Guvenen,Fatih,3
WOS:000489161300001,"WOS:000489161300001_Bloom, Nicholas","Bloom, Nicholas",Bloom,Nicholas,4
WOS:000489161300001,"WOS:000489161300001_Von Wachter, Till","Von Wachter, Till",Von Wachter,Till,5
WOS:000451281400005,"WOS:000451281400005_Arnold, David","Arnold, David",Arnold,David,1
WOS:000451281400005,"WOS:000451281400005_Dobbie, Will","Dobbie, Will",Dobbie,Will,2
WOS:000451281400005,"WOS:000451281400005_Yang, Crystal S.","Yang, Crystal S.",Yang,Crystal S.,3
WOS:000406177000003,"WOS:000406177000003_Goldschmidt, Deborah","Goldschmidt, Deborah",Goldschmidt,Deborah,1
WOS:000406177000003,"WOS:000406177000003_Schmieder, Johannes F.","Schmieder, Johannes F.",Schmieder,Johannes F.,2
WOS:000383326100002,"WOS:000383326100002_Fajgelbaum, Pablo D.","Fajgelbaum, Pablo D.",Fajgelbaum,Pablo D.,1
WOS:000383326100002,"WOS:000383326100002_Khandelwal, Amit K.","Khandelwal, Amit K.",Khandelwal,Amit K.,2
WOS:000365535400001,"WOS:000365535400001_Budish, Eric","Budish, Eric",Budish,Eric,1
WOS:000365535400001,"WOS:000365535400001_Cramton, Peter","Cramton, Peter",Cramton,Peter,2
WOS:000365535400001,"WOS:000365535400001_Shim, John","Shim, John",Shim,John,3
WOS:000359638900010,"WOS:000359638900010_Jha, Saumitra","Jha, Saumitra",Jha,Saumitra,1
WOS:000354733000007,"WOS:000354733000007_Burks, Stephen V.","Burks, Stephen V.",Burks,Stephen V.,1
WOS:000354733000007,"WOS:000354733000007_Cowgill, Bo","Cowgill, Bo",Cowgill,Bo,2
WOS:000354733000007,"WOS:000354733000007_Hoffman, Mitchell","Hoffman, Mitchell",Hoffman,Mitchell,3
WOS:000354733000007,"WOS:000354733000007_Housman, Michael","Housman, Michael",Housman,Michael,4
WOS:000346660500007,"WOS:000346660500007_Eyster, Erik","Eyster, Erik",Eyster,Erik,1
WOS:000346660500007,"WOS:000346660500007_Rabin, Matthew","Rabin, Matthew",Rabin,Matthew,2
WOS:000342236000010,"WOS:000342236000010_Caron, Justin","Caron, Justin",Caron,Justin,1
WOS:000342236000010,"WOS:000342236000010_Fally, Thibault","Fally, Thibault",Fally,Thibault,2
WOS:000342236000010,"WOS:000342236000010_Markusen, James R.","Markusen, James R.",Markusen,James R.,3
WOS:000330451700005,"WOS:000330451700005_Vavra, Joseph","Vavra, Joseph",Vavra,Joseph,1
WOS:001011152200001,"WOS:001011152200001_Donovan, Kevin","Donovan, Kevin",Donovan,Kevin,1
WOS:001011152200001,"WOS:001011152200001_Lu, Will Jianyu","Lu, Will Jianyu",Lu,Will Jianyu,2
WOS:001011152200001,"WOS:001011152200001_Schoellman, Todd","Schoellman, Todd",Schoellman,Todd,3
WOS:000847148900001,"WOS:000847148900001_Cullen, Zoe","Cullen, Zoe",Cullen,Zoe,1
WOS:000847148900001,"WOS:000847148900001_Dobbie, Will","Dobbie, Will",Dobbie,Will,2
WOS:000847148900001,"WOS:000847148900001_Hoffman, Mitchell","Hoffman, Mitchell",Hoffman,Mitchell,3
WOS:000836097700001,"WOS:000836097700001_KLINE, P. A. T. R. I. C. K.","KLINE, P. A. T. R. I. C. K.",KLINE,P. A. T. R. I. C. K.,1
WOS:000836097700001,"WOS:000836097700001_ROSE, E. V. A. N. K.","ROSE, E. V. A. N. K.",ROSE,E. V. A. N. K.,2
WOS:000836097700001,"WOS:000836097700001_WALTERS, C. H. R. I. S. T. O. P. H. E. R. R.","WALTERS, C. H. R. I. S. T. O. P. H. E. R. R.",WALTERS,C. H. R. I. S. T. O. P. H. E. R. R.,3
WOS:000815161100001,"WOS:000815161100001_Carleton, Tamma","Carleton, Tamma",Carleton,Tamma,1
WOS:000815161100001,"WOS:000815161100001_Jina, Amir","Jina, Amir",Jina,Amir,2
WOS:000815161100001,"WOS:000815161100001_Delgado, Michael","Delgado, Michael",Delgado,Michael,3
WOS:000815161100001,"WOS:000815161100001_Greenstone, Michael","Greenstone, Michael",Greenstone,Michael,4
WOS:000815161100001,"WOS:000815161100001_Houser, Trevor","Houser, Trevor",Houser,Trevor,5
WOS:000815161100001,"WOS:000815161100001_Hsiang, Solomon","Hsiang, Solomon",Hsiang,Solomon,6
WOS:000815161100001,"WOS:000815161100001_Hultgren, Andrew","Hultgren, Andrew",Hultgren,Andrew,7
WOS:000815161100001,"WOS:000815161100001_Kopp, Robert E.","Kopp, Robert E.",Kopp,Robert E.,8
WOS:000815161100001,"WOS:000815161100001_McCusker, Kelly E.","McCusker, Kelly E.",McCusker,Kelly E.,9
WOS:000815161100001,"WOS:000815161100001_Nath, Ishan","Nath, Ishan",Nath,Ishan,10
WOS:000815161100001,"WOS:000815161100001_Rising, James","Rising, James",Rising,James,11
WOS:000815161100001,"WOS:000815161100001_Rode, Ashwin","Rode, Ashwin",Rode,Ashwin,12
WOS:000815161100001,"WOS:000815161100001_Seo, Hee Kwon","Seo, Hee Kwon",Seo,Hee Kwon,13
WOS:000815161100001,"WOS:000815161100001_Viaene, Arvid","Viaene, Arvid",Viaene,Arvid,14
WOS:000815161100001,"WOS:000815161100001_Yuan, Jiacan","Yuan, Jiacan",Yuan,Jiacan,15
WOS:000815161100001,"WOS:000815161100001_Zhang, Alice Tianbo","Zhang, Alice Tianbo",Zhang,Alice Tianbo,16
WOS:000770412500001,"WOS:000770412500001_Amiti, Mary","Amiti, Mary",Amiti,Mary,1
WOS:000770412500001,"WOS:000770412500001_Itskhoki, Oleg","Itskhoki, Oleg",Itskhoki,Oleg,2
WOS:000770412500001,"WOS:000770412500001_Konings, Jozef","Konings, Jozef",Konings,Jozef,3
WOS:000764048500001,"WOS:000764048500001_DellaVigna, Stefano","DellaVigna, Stefano",DellaVigna,Stefano,1
WOS:000764048500001,"WOS:000764048500001_Heining, Joerg","Heining, Joerg",Heining,Joerg,2
WOS:000764048500001,"WOS:000764048500001_Schmieder, Johannes F.","Schmieder, Johannes F.",Schmieder,Johannes F.,3
WOS:000764048500001,"WOS:000764048500001_Trenkle, Simon","Trenkle, Simon",Trenkle,Simon,4
WOS:000777482200001,"WOS:000777482200001_Angrist, Joshua","Angrist, Joshua",Angrist,Joshua,1
WOS:000777482200001,"WOS:000777482200001_Autor, David","Autor, David",Autor,David,2
WOS:000777482200001,"WOS:000777482200001_Pallais, Amanda","Pallais, Amanda",Pallais,Amanda,3
WOS:000489162100009,"WOS:000489162100009_Cantoni, Davide","Cantoni, Davide",Cantoni,Davide,1
WOS:000489162100009,"WOS:000489162100009_Yang, David Y.","Yang, David Y.",Yang,David Y.,2
WOS:000489162100009,"WOS:000489162100009_Yuchtman, Noam","Yuchtman, Noam",Yuchtman,Noam,3
WOS:000489162100009,"WOS:000489162100009_Zhang, Y. Jane","Zhang, Y. Jane",Zhang,Y. Jane,4
WOS:000451281400001,"WOS:000451281400001_Falk, Armin","Falk, Armin",Falk,Armin,1
WOS:000451281400001,"WOS:000451281400001_Becker, Anke","Becker, Anke",Becker,Anke,2
WOS:000451281400001,"WOS:000451281400001_Dohmen, Thomas","Dohmen, Thomas",Dohmen,Thomas,3
WOS:000451281400001,"WOS:000451281400001_Enke, Benjamin","Enke, Benjamin",Enke,Benjamin,4
WOS:000451281400001,"WOS:000451281400001_Huffman, David","Huffman, David",Huffman,David,5
WOS:000451281400001,"WOS:000451281400001_Sunde, Uwe","Sunde, Uwe",Sunde,Uwe,6
WOS:000383326100007,"WOS:000383326100007_Araujo, M. Caridad","Araujo, M. Caridad",Araujo,M. Caridad,1
WOS:000383326100007,"WOS:000383326100007_Carneiro, Pedro","Carneiro, Pedro",Carneiro,Pedro,2
WOS:000383326100007,"WOS:000383326100007_Cruz-Aguayo, Yyannu","Cruz-Aguayo, Yyannu",Cruz-Aguayo,Yyannu,3
WOS:000383326100007,"WOS:000383326100007_Schady, Norbert","Schady, Norbert",Schady,Norbert,4
WOS:000371602500008,"WOS:000371602500008_Boffa, Federico","Boffa, Federico",Boffa,Federico,1
WOS:000371602500008,"WOS:000371602500008_Piolatto, Amedeo","Piolatto, Amedeo",Piolatto,Amedeo,2
WOS:000371602500008,"WOS:000371602500008_Ponzetto, Giacomo A. M.","Ponzetto, Giacomo A. M.",Ponzetto,Giacomo A. M.,3
WOS:000365535400003,"WOS:000365535400003_Bronnenberg, Bart J.","Bronnenberg, Bart J.",Bronnenberg,Bart J.,1
WOS:000365535400003,"WOS:000365535400003_Dube, Jean-Pierre","Dube, Jean-Pierre",Dube,Jean-Pierre,2
WOS:000365535400003,"WOS:000365535400003_Gentzkow, Matthew","Gentzkow, Matthew",Gentzkow,Matthew,3
WOS:000365535400003,"WOS:000365535400003_Shapiro, Jesse M.","Shapiro, Jesse M.",Shapiro,Jesse M.,4
WOS:000336146600007,"WOS:000336146600007_Cantoni, Davide","Cantoni, Davide",Cantoni,Davide,1
WOS:000336146600007,"WOS:000336146600007_Yuchtman, Noam","Yuchtman, Noam",Yuchtman,Noam,2
WOS:000330451700001,"WOS:000330451700001_Chodorow-Reich, Gabriel","Chodorow-Reich, Gabriel",Chodorow-Reich,Gabriel,1
WOS:000330451700002,"WOS:000330451700002_Karabarbounis, Loukas","Karabarbounis, Loukas",Karabarbounis,Loukas,1
WOS:000330451700002,"WOS:000330451700002_Neiman, Brent","Neiman, Brent",Neiman,Brent,2
WOS:000986374800001,"WOS:000986374800001_Bilal, Adrien","Bilal, Adrien",Bilal,Adrien,1
WOS:000935187000001,"WOS:000935187000001_Buggle, Johannes","Buggle, Johannes",Buggle,Johannes,1
WOS:000935187000001,"WOS:000935187000001_Mayer, Thierry","Mayer, Thierry",Mayer,Thierry,2
WOS:000935187000001,"WOS:000935187000001_Sakalli, Seyhun Orcan","Sakalli, Seyhun Orcan",Sakalli,Seyhun Orcan,3
WOS:000935187000001,"WOS:000935187000001_Thoenig, Mathias","Thoenig, Mathias",Thoenig,Mathias,4
WOS:000793034100001,"WOS:000793034100001_Xu, Chenzi","Xu, Chenzi",Xu,Chenzi,1
WOS:000770112400001,"WOS:000770112400001_Alvarez, Fernando","Alvarez, Fernando",Alvarez,Fernando,1
WOS:000770112400001,"WOS:000770112400001_Argente, David","Argente, David",Argente,David,2
WOS:000642334600002,"WOS:000642334600002_Bhandari, Anmol","Bhandari, Anmol",Bhandari,Anmol,1
WOS:000642334600002,"WOS:000642334600002_McGrattan, Ellen R.","McGrattan, Ellen R.",McGrattan,Ellen R.,2
WOS:000612198000007,"WOS:000612198000007_Le Barbanchon, Thomas","Le Barbanchon, Thomas",Le Barbanchon,Thomas,1
WOS:000612198000007,"WOS:000612198000007_Rathelot, Roland","Rathelot, Roland",Rathelot,Roland,2
WOS:000612198000007,"WOS:000612198000007_Roulet, Alexandra","Roulet, Alexandra",Roulet,Alexandra,3
WOS:000489162800002,"WOS:000489162800002_Carlana, Michela","Carlana, Michela",Carlana,Michela,1
WOS:000401981500009,"WOS:000401981500009_Levine, Ross","Levine, Ross",Levine,Ross,1
WOS:000401981500009,"WOS:000401981500009_Rubinstein, Yona","Rubinstein, Yona",Rubinstein,Yona,2
WOS:000371602500005,"WOS:000371602500005_Khan, Adnan Q.","Khan, Adnan Q.",Khan,Adnan Q.,1
WOS:000371602500005,"WOS:000371602500005_Khwaja, Asim I.","Khwaja, Asim I.",Khwaja,Asim I.,2
WOS:000371602500005,"WOS:000371602500005_Olken, Benjamin A.","Olken, Benjamin A.",Olken,Benjamin A.,3
WOS:000875748600001,"WOS:000875748600001_Grosjean, Pauline","Grosjean, Pauline",Grosjean,Pauline,1
WOS:000875748600001,"WOS:000875748600001_Masera, Federico","Masera, Federico",Masera,Federico,2
WOS:000875748600001,"WOS:000875748600001_Yousaf, Hasin","Yousaf, Hasin",Yousaf,Hasin,3
WOS:000864359300001,"WOS:000864359300001_Bordalo, Pedro","Bordalo, Pedro",Bordalo,Pedro,1
WOS:000864359300001,"WOS:000864359300001_Conlon, John J.","Conlon, John J.",Conlon,John J.,2
WOS:000864359300001,"WOS:000864359300001_Gennaioli, Nicola","Gennaioli, Nicola",Gennaioli,Nicola,3
WOS:000864359300001,"WOS:000864359300001_Kwon, Spencer Y.","Kwon, Spencer Y.",Kwon,Spencer Y.,4
WOS:000864359300001,"WOS:000864359300001_Shleifer, Andrei","Shleifer, Andrei",Shleifer,Andrei,5
WOS:000763959600001,"WOS:000763959600001_Lanzani, Giacomo","Lanzani, Giacomo",Lanzani,Giacomo,1
WOS:000612198000009,"WOS:000612198000009_Barron, Daniel","Barron, Daniel",Barron,Daniel,1
WOS:000612198000009,"WOS:000612198000009_Guo, Yingni","Guo, Yingni",Guo,Yingni,2
WOS:000593217300010,"WOS:000593217300010_Behrens, Kristian","Behrens, Kristian",Behrens,Kristian,1
WOS:000593217300010,"WOS:000593217300010_Mion, Giordano","Mion, Giordano",Mion,Giordano,2
WOS:000593217300010,"WOS:000593217300010_Murata, Yasusada","Murata, Yasusada",Murata,Yasusada,3
WOS:000593217300010,"WOS:000593217300010_Suedekum, Jens","Suedekum, Jens",Suedekum,Jens,4
WOS:000593217300004,"WOS:000593217300004_Deming, David J.","Deming, David J.",Deming,David J.,1
WOS:000593217300004,"WOS:000593217300004_Noray, Kadeem","Noray, Kadeem",Noray,Kadeem,2
WOS:000544015700007,"WOS:000544015700007_Fajgelbaum, Pablo D.","Fajgelbaum, Pablo D.",Fajgelbaum,Pablo D.,1
WOS:000544015700007,"WOS:000544015700007_Gaubert, Cecile","Gaubert, Cecile",Gaubert,Cecile,2
WOS:000507362800008,"WOS:000507362800008_Liang, Annie","Liang, Annie",Liang,Annie,1
WOS:000507362800008,"WOS:000507362800008_Mu, Xiaosheng","Mu, Xiaosheng",Mu,Xiaosheng,2
WOS:000489163400010,"WOS:000489163400010_Coffman, Lucas C.","Coffman, Lucas C.",Coffman,Lucas C.,1
WOS:000489163400010,"WOS:000489163400010_Conlon, John J.","Conlon, John J.",Conlon,John J.,2
WOS:000489163400010,"WOS:000489163400010_Featherstone, Clayton R.","Featherstone, Clayton R.",Featherstone,Clayton R.,3
WOS:000489163400010,"WOS:000489163400010_Kessler, Judd B.","Kessler, Judd B.",Kessler,Judd B.,4
WOS:000451280400007,"WOS:000451280400007_Bayer, Patrick","Bayer, Patrick",Bayer,Patrick,1
WOS:000451280400007,"WOS:000451280400007_Charles, Kerwin Kofi","Charles, Kerwin Kofi",Charles,Kerwin Kofi,2
WOS:000412764300004,"WOS:000412764300004_Heathcote, Jonathan","Heathcote, Jonathan",Heathcote,Jonathan,1
WOS:000412764300004,"WOS:000412764300004_Storesletten, Kjetil","Storesletten, Kjetil",Storesletten,Kjetil,2
WOS:000412764300004,"WOS:000412764300004_Violante, Giovanni L.","Violante, Giovanni L.",Violante,Giovanni L.,3
WOS:000365535400008,"WOS:000365535400008_Lewis, Randall A.","Lewis, Randall A.",Lewis,Randall A.,1
WOS:000365535400008,"WOS:000365535400008_Rao, Justin M.","Rao, Justin M.",Rao,Justin M.,2
WOS:000346660500009,"WOS:000346660500009_Yanagizawa-Drott, David","Yanagizawa-Drott, David",Yanagizawa-Drott,David,1
WOS:001051517900001,"WOS:001051517900001_Christensen, Peter","Christensen, Peter",Christensen,Peter,1
WOS:001051517900001,"WOS:001051517900001_Timmins, Christopher","Timmins, Christopher",Timmins,Christopher,2
WOS:000813230500001,"WOS:000813230500001_BYRNE, D. A. V. I. D. P.","BYRNE, D. A. V. I. D. P.",BYRNE,D. A. V. I. D. P.,1
WOS:000813230500001,"WOS:000813230500001_MARTIN, L. E. S. L. I. E. A.","MARTIN, L. E. S. L. I. E. A.",MARTIN,L. E. S. L. I. E. A.,2
WOS:000813230500001,"WOS:000813230500001_NAH, J. I. A. S. H. E. E. N.","NAH, J. I. A. S. H. E. E. N.",NAH,J. I. A. S. H. E. E. N.,3
WOS:000770415300001,"WOS:000770415300001_Avenancio-Leon, Carlos F.","Avenancio-Leon, Carlos F.",Avenancio-Leon,Carlos F.,1
WOS:000770415300001,"WOS:000770415300001_Howard, Troup","Howard, Troup",Howard,Troup,2
WOS:000642334600005,"WOS:000642334600005_Marinescu, Ioana","Marinescu, Ioana",Marinescu,Ioana,1
WOS:000642334600005,"WOS:000642334600005_Skandalis, Daphne","Skandalis, Daphne",Skandalis,Daphne,2
WOS:000672777600011,"WOS:000672777600011_Bessone, Pedro","Bessone, Pedro",Bessone,Pedro,1
WOS:000672777600011,"WOS:000672777600011_Rao, Gautam","Rao, Gautam",Rao,Gautam,2
WOS:000672777600011,"WOS:000672777600011_Schilbach, Frank","Schilbach, Frank",Schilbach,Frank,3
WOS:000672777600011,"WOS:000672777600011_Schofield, Heather","Schofield, Heather",Schofield,Heather,4
WOS:000672777600011,"WOS:000672777600011_Toma, Mattie","Toma, Mattie",Toma,Mattie,5
WOS:000642334600008,"WOS:000642334600008_Kehrig, Matthias","Kehrig, Matthias",Kehrig,Matthias,1
WOS:000642334600008,"WOS:000642334600008_Vincent, Nicolas","Vincent, Nicolas",Vincent,Nicolas,2
WOS:000593217300002,"WOS:000593217300002_Weigel, Jonathan L.","Weigel, Jonathan L.",Weigel,Jonathan L.,1
WOS:000544017700007,"WOS:000544017700007_Chetty, Raj","Chetty, Raj",Chetty,Raj,1
WOS:000544017700007,"WOS:000544017700007_Friedman, John N.","Friedman, John N.",Friedman,John N.,2
WOS:000544017700007,"WOS:000544017700007_Saez, Emmanuel","Saez, Emmanuel",Saez,Emmanuel,3
WOS:000544017700007,"WOS:000544017700007_Turner, Nicholas","Turner, Nicholas",Turner,Nicholas,4
WOS:000544017700007,"WOS:000544017700007_Yagan, Danny","Yagan, Danny",Yagan,Danny,5
WOS:000544017700001,"WOS:000544017700001_Hendren, Nathaniel","Hendren, Nathaniel",Hendren,Nathaniel,1
WOS:000544017700001,"WOS:000544017700001_Sprung-Keyser, Ben","Sprung-Keyser, Ben",Sprung-Keyser,Ben,2
WOS:000544017700005,"WOS:000544017700005_Pflueger, Carolin","Pflueger, Carolin",Pflueger,Carolin,1
WOS:000544017700005,"WOS:000544017700005_Siriwardane, Emil","Siriwardane, Emil",Siriwardane,Emil,2
WOS:000544017700005,"WOS:000544017700005_Sunderam, Adi","Sunderam, Adi",Sunderam,Adi,3
WOS:000451280400005,"WOS:000451280400005_Sorkin, Isaac","Sorkin, Isaac",Sorkin,Isaac,1
WOS:000401981500010,"WOS:000401981500010_Heidhues, Paul","Heidhues, Paul",Heidhues,Paul,1
WOS:000401981500010,"WOS:000401981500010_Koszegi, Botond","Koszegi, Botond",Koszegi,Botond,2
WOS:000388576700005,"WOS:000388576700005_Bordalo, Pedro","Bordalo, Pedro",Bordalo,Pedro,1
WOS:000388576700005,"WOS:000388576700005_Coffman, Katherine","Coffman, Katherine",Coffman,Katherine,2
WOS:000388576700005,"WOS:000388576700005_Gennaioli, Nicola","Gennaioli, Nicola",Gennaioli,Nicola,3
WOS:000388576700005,"WOS:000388576700005_Shleifer, Andrei","Shleifer, Andrei",Shleifer,Andrei,4
WOS:000383326100008,"WOS:000383326100008_Bleakley, Hoyt","Bleakley, Hoyt",Bleakley,Hoyt,1
WOS:000383326100008,"WOS:000383326100008_Ferrie, Joseph","Ferrie, Joseph",Ferrie,Joseph,2
WOS:000346660500001,"WOS:000346660500001_Chetty, Raj","Chetty, Raj",Chetty,Raj,1
WOS:000346660500001,"WOS:000346660500001_Hendren, Nathaniel","Hendren, Nathaniel",Hendren,Nathaniel,2
WOS:000346660500001,"WOS:000346660500001_Kline, Patrick","Kline, Patrick",Kline,Patrick,3
WOS:000346660500001,"WOS:000346660500001_Saez, Emmanuel","Saez, Emmanuel",Saez,Emmanuel,4
WOS:000336146600001,"WOS:000336146600001_Feenstra, Robert C.","Feenstra, Robert C.",Feenstra,Robert C.,1
WOS:000336146600001,"WOS:000336146600001_Romalis, John","Romalis, John",Romalis,John,2
WOS:000793997100001,"WOS:000793997100001_Folke, Olle","Folke, Olle",Folke,Olle,1
WOS:000793997100001,"WOS:000793997100001_Rickne, Johanna","Rickne, Johanna",Rickne,Johanna,2
WOS:000764079400001,"WOS:000764079400001_Aneja, Abhay","Aneja, Abhay",Aneja,Abhay,1
WOS:000764079400001,"WOS:000764079400001_Xu, Guo","Xu, Guo",Xu,Guo,2
WOS:000672777600002,"WOS:000672777600002_Coibion, Olivier","Coibion, Olivier",Coibion,Olivier,1
WOS:000672777600002,"WOS:000672777600002_Gorodnichenko, Yuriy","Gorodnichenko, Yuriy",Gorodnichenko,Yuriy,2
WOS:000672777600002,"WOS:000672777600002_Kumar, Saten","Kumar, Saten",Kumar,Saten,3
WOS:000672777600002,"WOS:000672777600002_Ryngaert, Jane","Ryngaert, Jane",Ryngaert,Jane,4
WOS:000593217300008,"WOS:000593217300008_Bigio, Saki","Bigio, Saki",Bigio,Saki,1
WOS:000593217300008,"WOS:000593217300008_La'O, Jennifer","La'O, Jennifer",La'O,Jennifer,2
WOS:000489162800006,"WOS:000489162800006_Cengiz, Doruk","Cengiz, Doruk",Cengiz,Doruk,1
WOS:000489162800006,"WOS:000489162800006_Dube, Arindrajit","Dube, Arindrajit",Dube,Arindrajit,2
WOS:000489162800006,"WOS:000489162800006_Lindner, Attila","Lindner, Attila",Lindner,Attila,3
WOS:000489162800006,"WOS:000489162800006_Zipperer, Ben","Zipperer, Ben",Zipperer,Ben,4
WOS:000489162100005,"WOS:000489162100005_Burke, Marshall","Burke, Marshall",Burke,Marshall,1
WOS:000489162100005,"WOS:000489162100005_Bergquist, Lauren Falcao","Bergquist, Lauren Falcao",Bergquist,Lauren Falcao,2
WOS:000489162100005,"WOS:000489162100005_Miguel, Edward","Miguel, Edward",Miguel,Edward,3
WOS:000406177000009,"WOS:000406177000009_Celerier, Claire","Celerier, Claire",Celerier,Claire,1
WOS:000406177000009,"WOS:000406177000009_Vallee, Boris","Vallee, Boris",Vallee,Boris,2
WOS:000401981500005,"WOS:000401981500005_Muir, Tyler","Muir, Tyler",Muir,Tyler,1
WOS:000365535400002,"WOS:000365535400002_Baicker, Katherine","Baicker, Katherine",Baicker,Katherine,1
WOS:000365535400002,"WOS:000365535400002_Mullainathan, Sendhil","Mullainathan, Sendhil",Mullainathan,Sendhil,2
WOS:000365535400002,"WOS:000365535400002_Schwartzstein, Joshua","Schwartzstein, Joshua",Schwartzstein,Joshua,3
WOS:000365535400006,"WOS:000365535400006_Squicciarini, Mara P.","Squicciarini, Mara P.",Squicciarini,Mara P.,1
WOS:000365535400006,"WOS:000365535400006_Voigtlaender, Nico","Voigtlaender, Nico",Voigtlaender,Nico,2
WOS:000354733000010,"WOS:000354733000010_Callander, Steven","Callander, Steven",Callander,Steven,1
WOS:000354733000010,"WOS:000354733000010_Harstad, Bard","Harstad, Bard",Harstad,Bard,2
WOS:000354733000005,"WOS:000354733000005_Wantchekon, Leonard","Wantchekon, Leonard",Wantchekon,Leonard,1
WOS:000354733000005,"WOS:000354733000005_Klasnja, Marko","Klasnja, Marko",Klasnja,Marko,2
WOS:000354733000005,"WOS:000354733000005_Novta, Natalija","Novta, Natalija",Novta,Natalija,3
WOS:000342236000004,"WOS:000342236000004_Gennaioli, Nicola","Gennaioli, Nicola",Gennaioli,Nicola,1
WOS:000342236000004,"WOS:000342236000004_Shleifer, Andrei","Shleifer, Andrei",Shleifer,Andrei,2
WOS:000342236000004,"WOS:000342236000004_Vishny, Robert","Vishny, Robert",Vishny,Robert,3
WOS:001018021300001,"WOS:001018021300001_Esponda, Ignacio","Esponda, Ignacio",Esponda,Ignacio,1
WOS:001018021300001,"WOS:001018021300001_Oprea, Ryan","Oprea, Ryan",Oprea,Ryan,2
WOS:001018021300001,"WOS:001018021300001_Yuksel, Sevgi","Yuksel, Sevgi",Yuksel,Sevgi,3
WOS:000935197700001,"WOS:000935197700001_Babina, Tania","Babina, Tania",Babina,Tania,1
WOS:000935197700001,"WOS:000935197700001_He, Alex Xi","He, Alex Xi",He,Alex Xi,2
WOS:000935197700001,"WOS:000935197700001_Howell, Sabrina T.","Howell, Sabrina T.",Howell,Sabrina T.,3
WOS:000935197700001,"WOS:000935197700001_Perlman, Elisabeth Ruth","Perlman, Elisabeth Ruth",Perlman,Elisabeth Ruth,4
WOS:000935197700001,"WOS:000935197700001_Staudt, Joseph","Staudt, Joseph",Staudt,Joseph,5
WOS:000763802200001,"WOS:000763802200001_Chan, David C.","Chan, David C.",Chan,David C.,1
WOS:000763802200001,"WOS:000763802200001_Gentzkow, Matthew","Gentzkow, Matthew",Gentzkow,Matthew,2
WOS:000763802200001,"WOS:000763802200001_Yu, Chuan","Yu, Chuan",Yu,Chuan,3
WOS:000728439200009,"WOS:000728439200009_Bertrand, Marianne","Bertrand, Marianne",Bertrand,Marianne,1
WOS:000728439200009,"WOS:000728439200009_Bombardini, Matilde","Bombardini, Matilde",Bombardini,Matilde,2
WOS:000728439200009,"WOS:000728439200009_Fisman, Raymond","Fisman, Raymond",Fisman,Raymond,3
WOS:000728439200009,"WOS:000728439200009_Hackinen, Brad","Hackinen, Brad",Hackinen,Brad,4
WOS:000728439200009,"WOS:000728439200009_Trebbi, Francesco","Trebbi, Francesco",Trebbi,Francesco,5
WOS:000642334600001,"WOS:000642334600001_Jager, Simon","Jager, Simon",Jager,Simon,1
WOS:000642334600001,"WOS:000642334600001_Schoefer, Benjamin","Schoefer, Benjamin",Schoefer,Benjamin,2
WOS:000642334600001,"WOS:000642334600001_Heining, Joerg","Heining, Joerg",Heining,Joerg,3
WOS:000642334600009,"WOS:000642334600009_Macchiavello, Rocco","Macchiavello, Rocco",Macchiavello,Rocco,1
WOS:000642334600009,"WOS:000642334600009_Morjaria, Ameet","Morjaria, Ameet",Morjaria,Ameet,2
WOS:000544017700004,"WOS:000544017700004_Bordalo, Pedro","Bordalo, Pedro",Bordalo,Pedro,1
WOS:000544017700004,"WOS:000544017700004_Gennaioli, Nicola","Gennaioli, Nicola",Gennaioli,Nicola,2
WOS:000544017700004,"WOS:000544017700004_Shleifer, Andrei","Shleifer, Andrei",Shleifer,Andrei,3
WOS:000544017700006,"WOS:000544017700006_Caballero, Ricardo J.","Caballero, Ricardo J.",Caballero,Ricardo J.,1
WOS:000544017700006,"WOS:000544017700006_Simsek, Alp","Simsek, Alp",Simsek,Alp,2
WOS:000406177000002,"WOS:000406177000002_Atkin, David","Atkin, David",Atkin,David,1
WOS:000406177000002,"WOS:000406177000002_Chaudhry, Azam","Chaudhry, Azam",Chaudhry,Azam,2
WOS:000406177000002,"WOS:000406177000002_Chaudry, Shamyla","Chaudry, Shamyla",Chaudry,Shamyla,3
WOS:000406177000002,"WOS:000406177000002_Khandelwal, Amit K.","Khandelwal, Amit K.",Khandelwal,Amit K.,4
WOS:000406177000002,"WOS:000406177000002_Verhoogen, Eric","Verhoogen, Eric",Verhoogen,Eric,5
WOS:000401981500007,"WOS:000401981500007_Angrist, Joshua D.","Angrist, Joshua D.",Angrist,Joshua D.,1
WOS:000401981500007,"WOS:000401981500007_Hull, Peter D.","Hull, Peter D.",Hull,Peter D.,2
WOS:000401981500007,"WOS:000401981500007_Pathak, Parag A.","Pathak, Parag A.",Pathak,Parag A.,3
WOS:000401981500007,"WOS:000401981500007_Walters, Christopher R.","Walters, Christopher R.",Walters,Christopher R.,4
WOS:000351525000008,"WOS:000351525000008_Busse, Meghan R.","Busse, Meghan R.",Busse,Meghan R.,1
WOS:000351525000008,"WOS:000351525000008_Pope, Devin G.","Pope, Devin G.",Pope,Devin G.,2
