UT,UT_author,full_name,family_name,given_name,author_order
WOS:000351525000008,"WOS:000351525000008_Pope, Jaren C.","Pope, Jaren C.",Pope,Jaren C.,3
WOS:000351525000008,"WOS:000351525000008_Silva-Risso, Jorge","Silva-Risso, Jorge",Silva-Risso,Jorge,4
WOS:000351525000006,"WOS:000351525000006_Caselli, Francesco","Caselli, Francesco",Caselli,Francesco,1
WOS:000351525000006,"WOS:000351525000006_Morelli, Massimo","Morelli, Massimo",Morelli,Massimo,2
WOS:000351525000006,"WOS:000351525000006_Rohner, Dominic","Rohner, Dominic",Rohner,Dominic,3
WOS:000336146600003,"WOS:000336146600003_Karlan, Dean","Karlan, Dean",Karlan,Dean,1
WOS:000336146600003,"WOS:000336146600003_Osei, Robert","Osei, Robert",Osei,Robert,2
WOS:000336146600003,"WOS:000336146600003_Osei-Akoto, Isaac","Osei-Akoto, Isaac",Osei-Akoto,Isaac,3
WOS:000336146600003,"WOS:000336146600003_Udry, Christopher","Udry, Christopher",Udry,Christopher,4
WOS:001017928700001,"WOS:001017928700001_Finlay, Keith","Finlay, Keith",Finlay,Keith,1
WOS:001017928700001,"WOS:001017928700001_Mueller-Smith, Michael","Mueller-Smith, Michael",Mueller-Smith,Michael,2
WOS:001017928700001,"WOS:001017928700001_Street, Brittany","Street, Brittany",Street,Brittany,3
WOS:000836166500001,"WOS:000836166500001_Greenberg, Kyle","Greenberg, Kyle",Greenberg,Kyle,1
WOS:000836166500001,"WOS:000836166500001_Gudgeon, Matthew","Gudgeon, Matthew",Gudgeon,Matthew,2
WOS:000836166500001,"WOS:000836166500001_Isen, Adam","Isen, Adam",Isen,Adam,3
WOS:000836166500001,"WOS:000836166500001_Miller, Corbin","Miller, Corbin",Miller,Corbin,4
WOS:000836166500001,"WOS:000836166500001_Patterson, Richard","Patterson, Richard",Patterson,Richard,5
WOS:000764873200001,"WOS:000764873200001_Balboni, Clare","Balboni, Clare",Balboni,Clare,1
WOS:000764873200001,"WOS:000764873200001_Bandiera, Oriana","Bandiera, Oriana",Bandiera,Oriana,2
WOS:000764873200001,"WOS:000764873200001_Burgess, Robin","Burgess, Robin",Burgess,Robin,3
WOS:000764873200001,"WOS:000764873200001_Ghatak, Maitreesh","Ghatak, Maitreesh",Ghatak,Maitreesh,4
WOS:000764873200001,"WOS:000764873200001_Heil, Anton","Heil, Anton",Heil,Anton,5
WOS:000642334600010,"WOS:000642334600010_Christensen, Darin","Christensen, Darin",Christensen,Darin,1
WOS:000642334600010,"WOS:000642334600010_Dube, Oeindrila","Dube, Oeindrila",Dube,Oeindrila,2
WOS:000642334600010,"WOS:000642334600010_Haushofer, Johannes","Haushofer, Johannes",Haushofer,Johannes,3
WOS:000642334600010,"WOS:000642334600010_Siddiqi, Bilal","Siddiqi, Bilal",Siddiqi,Bilal,4
WOS:000642334600010,"WOS:000642334600010_Voors, Maarten","Voors, Maarten",Voors,Maarten,5
WOS:000672777600007,"WOS:000672777600007_Hartzmark, Samuel M.","Hartzmark, Samuel M.",Hartzmark,Samuel M.,1
WOS:000672777600007,"WOS:000672777600007_Hirshman, Samuel D.","Hirshman, Samuel D.",Hirshman,Samuel D.,2
WOS:000672777600007,"WOS:000672777600007_Imas, Alex","Imas, Alex",Imas,Alex,3
WOS:000612198000012,"WOS:000612198000012_Harel, Matan","Harel, Matan",Harel,Matan,1
WOS:000612198000012,"WOS:000612198000012_Mossel, Elchanan","Mossel, Elchanan",Mossel,Elchanan,2
WOS:000612198000012,"WOS:000612198000012_Strack, Philipp","Strack, Philipp",Strack,Philipp,3
WOS:000612198000012,"WOS:000612198000012_Tamuz, Omer","Tamuz, Omer",Tamuz,Omer,4
WOS:000544017700010,"WOS:000544017700010_Kamada, Yuichiro","Kamada, Yuichiro",Kamada,Yuichiro,1
WOS:000544017700010,"WOS:000544017700010_Sugaya, Takuo","Sugaya, Takuo",Sugaya,Takuo,2
WOS:000396771300010,"WOS:000396771300010_Battaglini, Marco","Battaglini, Marco",Battaglini,Marco,1
WOS:000371602500002,"WOS:000371602500002_Malmendier, Ulrike","Malmendier, Ulrike",Malmendier,Ulrike,1
WOS:000371602500002,"WOS:000371602500002_Nagel, Stefan","Nagel, Stefan",Nagel,Stefan,2
WOS:000346660500005,"WOS:000346660500005_Brunnermeier, Markus K.","Brunnermeier, Markus K.",Brunnermeier,Markus K.,1
WOS:000346660500005,"WOS:000346660500005_Simsek, Alp","Simsek, Alp",Simsek,Alp,2
WOS:000346660500005,"WOS:000346660500005_Xiong, Wei","Xiong, Wei",Xiong,Wei,3
WOS:000342236000009,"WOS:000342236000009_Olea, Jose Luis Montiel","Olea, Jose Luis Montiel",Olea,Jose Luis Montiel,1
WOS:000342236000009,"WOS:000342236000009_Strzalecki, Tomasz","Strzalecki, Tomasz",Strzalecki,Tomasz,2
WOS:000336146600006,"WOS:000336146600006_Puga, Diego","Puga, Diego",Puga,Diego,1
WOS:000336146600006,"WOS:000336146600006_Trefler, Daniel","Trefler, Daniel",Trefler,Daniel,2
WOS:000926656800001,"WOS:000926656800001_Dix-Carneiro, Rafael","Dix-Carneiro, Rafael",Dix-Carneiro,Rafael,1
WOS:000926656800001,"WOS:000926656800001_Pessoa, Joao Paulo","Pessoa, Joao Paulo",Pessoa,Joao Paulo,2
WOS:000926656800001,"WOS:000926656800001_Reyes-Heroles, Ricardo","Reyes-Heroles, Ricardo",Reyes-Heroles,Ricardo,3
WOS:000926656800001,"WOS:000926656800001_Traiberman, Sharon","Traiberman, Sharon",Traiberman,Sharon,4
WOS:000806495000001,"WOS:000806495000001_Deshpande, Manasi","Deshpande, Manasi",Deshpande,Manasi,1
WOS:000806495000001,"WOS:000806495000001_Mueller-Smith, Michael","Mueller-Smith, Michael",Mueller-Smith,Michael,2
WOS:000764043900001,"WOS:000764043900001_Alvarez, Fernando","Alvarez, Fernando",Alvarez,Fernando,1
WOS:000764043900001,"WOS:000764043900001_Lippi, Francesco","Lippi, Francesco",Lippi,Francesco,2
WOS:000764043900001,"WOS:000764043900001_Oskolkov, Aleksei","Oskolkov, Aleksei",Oskolkov,Aleksei,3
WOS:000728439200003,"WOS:000728439200003_Heldring, Leander","Heldring, Leander",Heldring,Leander,1
WOS:000728439200003,"WOS:000728439200003_Robinson, James A.","Robinson, James A.",Robinson,James A.,2
WOS:000728439200003,"WOS:000728439200003_Vollmer, Sebastian","Vollmer, Sebastian",Vollmer,Sebastian,3
WOS:000612198000001,"WOS:000612198000001_Goldin, Jacob","Goldin, Jacob",Goldin,Jacob,1
WOS:000612198000001,"WOS:000612198000001_Lurie, Ithai Z.","Lurie, Ithai Z.",Lurie,Ithai Z.,2
WOS:000612198000001,"WOS:000612198000001_McCubbin, Janet","McCubbin, Janet",McCubbin,Janet,3
WOS:000544015700002,"WOS:000544015700002_Autor, David","Autor, David",Autor,David,1
WOS:000544015700002,"WOS:000544015700002_Dorn, David","Dorn, David",Dorn,David,2
WOS:000544015700002,"WOS:000544015700002_Katz, Lawrence F.","Katz, Lawrence F.",Katz,Lawrence F.,3
WOS:000544015700002,"WOS:000544015700002_Patterson, Christina","Patterson, Christina",Patterson,Christina,4
WOS:000544015700002,"WOS:000544015700002_Van Reenen, John","Van Reenen, John",Van Reenen,John,5
WOS:000489162100001,"WOS:000489162100001_Young, Alwyn","Young, Alwyn",Young,Alwyn,1
WOS:000489161300006,"WOS:000489161300006_Burchardi, Konrad B.","Burchardi, Konrad B.",Burchardi,Konrad B.,1
WOS:000489161300006,"WOS:000489161300006_Gulesci, Selim","Gulesci, Selim",Gulesci,Selim,2
WOS:000489161300006,"WOS:000489161300006_Lerva, Benedetta","Lerva, Benedetta",Lerva,Benedetta,3
WOS:000489161300006,"WOS:000489161300006_Sulaiman, Munshi","Sulaiman, Munshi",Sulaiman,Munshi,4
WOS:000435871300005,"WOS:000435871300005_Hoffman, Mitchell","Hoffman, Mitchell",Hoffman,Mitchell,1
WOS:000435871300005,"WOS:000435871300005_Kahn, Lisa B.","Kahn, Lisa B.",Kahn,Lisa B.,2
WOS:000435871300005,"WOS:000435871300005_Li, Danielle","Li, Danielle",Li,Danielle,3
WOS:000423802600003,"WOS:000423802600003_Agarwal, Sumit","Agarwal, Sumit",Agarwal,Sumit,1
WOS:000423802600003,"WOS:000423802600003_Chomsisengphet, Souphala","Chomsisengphet, Souphala",Chomsisengphet,Souphala,2
WOS:000423802600003,"WOS:000423802600003_Mahoney, Neale","Mahoney, Neale",Mahoney,Neale,3
WOS:000423802600003,"WOS:000423802600003_Stroebel, Johannes","Stroebel, Johannes",Stroebel,Johannes,4
WOS:000423802600010,"WOS:000423802600010_Embrey, Matthew","Embrey, Matthew",Embrey,Matthew,1
WOS:000423802600010,"WOS:000423802600010_Frechette, Guillaume R.","Frechette, Guillaume R.",Frechette,Guillaume R.,2
WOS:000423802600010,"WOS:000423802600010_Yuksel, Sevgi","Yuksel, Sevgi",Yuksel,Sevgi,3
WOS:000423802600009,"WOS:000423802600009_Wiswall, Matthew","Wiswall, Matthew",Wiswall,Matthew,1
WOS:000423802600009,"WOS:000423802600009_Zafar, Basit","Zafar, Basit",Zafar,Basit,2
WOS:000388576700004,"WOS:000388576700004_Kelly, Morgan","Kelly, Morgan",Kelly,Morgan,1
WOS:000388576700004,"WOS:000388576700004_Grada, Cormac O.","Grada, Cormac O.",Grada,Cormac O.,2
WOS:000336146600004,"WOS:000336146600004_Garthwaite, Craig","Garthwaite, Craig",Garthwaite,Craig,1
WOS:000336146600004,"WOS:000336146600004_Gross, Tal","Gross, Tal",Gross,Tal,2
WOS:000336146600004,"WOS:000336146600004_Notowidigdo, Matthew J.","Notowidigdo, Matthew J.",Notowidigdo,Matthew J.,3
WOS:000979999900001,"WOS:000979999900001_Cortes, Patricia","Cortes, Patricia",Cortes,Patricia,1
WOS:000979999900001,"WOS:000979999900001_Pan, Jessica","Pan, Jessica",Pan,Jessica,2
WOS:000979999900001,"WOS:000979999900001_Pilossoph, Laura","Pilossoph, Laura",Pilossoph,Laura,3
WOS:000979999900001,"WOS:000979999900001_Reuben, Ernesto","Reuben, Ernesto",Reuben,Ernesto,4
WOS:000979999900001,"WOS:000979999900001_Zafar, Basit","Zafar, Basit",Zafar,Basit,5
WOS:000946887400001,"WOS:000946887400001_Agan, Amanda","Agan, Amanda",Agan,Amanda,1
WOS:000946887400001,"WOS:000946887400001_Doleac, Jennifer L.","Doleac, Jennifer L.",Doleac,Jennifer L.,2
WOS:000946887400001,"WOS:000946887400001_Harvey, Anna","Harvey, Anna",Harvey,Anna,3
WOS:000921150500004,"WOS:000921150500004_Alan, Sule","Alan, Sule",Alan,Sule,1
WOS:000921150500004,"WOS:000921150500004_Corekcioglu, Gozde","Corekcioglu, Gozde",Corekcioglu,Gozde,2
WOS:000921150500004,"WOS:000921150500004_Sutter, Matthias","Sutter, Matthias",Sutter,Matthias,3
WOS:000743312400010,"WOS:000743312400010_Aquilina, Matteo","Aquilina, Matteo",Aquilina,Matteo,1
WOS:000743312400010,"WOS:000743312400010_Budish, Eric","Budish, Eric",Budish,Eric,2
WOS:000743312400010,"WOS:000743312400010_O'Neill, Peter","O'Neill, Peter",O'Neill,Peter,3
WOS:000728439200005,"WOS:000728439200005_Bandiera, Oriana","Bandiera, Oriana",Bandiera,Oriana,1
WOS:000728439200005,"WOS:000728439200005_Best, Michael Carlos","Best, Michael Carlos",Best,Michael Carlos,2
WOS:000728439200005,"WOS:000728439200005_Khan, Adnan Qadir","Khan, Adnan Qadir",Khan,Adnan Qadir,3
WOS:000728439200005,"WOS:000728439200005_Prat, Andrea","Prat, Andrea",Prat,Andrea,4
WOS:000642334600012,"WOS:000642334600012_Carvalho, Vasco M.","Carvalho, Vasco M.",Carvalho,Vasco M.,1
WOS:000642334600012,"WOS:000642334600012_Nirei, Makoto","Nirei, Makoto",Nirei,Makoto,2
WOS:000642334600012,"WOS:000642334600012_Saito, Yukiko U.","Saito, Yukiko U.",Saito,Yukiko U.,3
WOS:000642334600012,"WOS:000642334600012_Tahbaz-Salehi, Alireza","Tahbaz-Salehi, Alireza",Tahbaz-Salehi,Alireza,4
WOS:000672777600006,"WOS:000672777600006_Abaluck, Jason","Abaluck, Jason",Abaluck,Jason,1
WOS:000672777600006,"WOS:000672777600006_Adams-Prassl, Abi","Adams-Prassl, Abi",Adams-Prassl,Abi,2
WOS:000544015700003,"WOS:000544015700003_Chetty, Raj","Chetty, Raj",Chetty,Raj,1
WOS:000544015700003,"WOS:000544015700003_Hendren, Nathaniel","Hendren, Nathaniel",Hendren,Nathaniel,2
WOS:000544015700003,"WOS:000544015700003_Jones, Maggie R.","Jones, Maggie R.",Jones,Maggie R.,3
WOS:000544015700003,"WOS:000544015700003_Porter, Sonya R.","Porter, Sonya R.",Porter,Sonya R.,4
WOS:000544015700006,"WOS:000544015700006_Koijen, Ralph S. J.","Koijen, Ralph S. J.",Koijen,Ralph S. J.,1
WOS:000544015700006,"WOS:000544015700006_Van Nieuwerburgh, Stijn","Van Nieuwerburgh, Stijn",Van Nieuwerburgh,Stijn,2
WOS:000489162800004,"WOS:000489162800004_Chan, David C.","Chan, David C.",Chan,David C.,1
WOS:000489162800004,"WOS:000489162800004_Dickstein, Michael J.","Dickstein, Michael J.",Dickstein,Michael J.,2
WOS:000451281400009,"WOS:000451281400009_Gomes, Renato","Gomes, Renato",Gomes,Renato,1
WOS:000451281400009,"WOS:000451281400009_Tirole, Jean","Tirole, Jean",Tirole,Jean,2
WOS:000435871300010,"WOS:000435871300010_Acemoglu, Daron","Acemoglu, Daron",Acemoglu,Daron,1
WOS:000435871300010,"WOS:000435871300010_Egorov, Georgy","Egorov, Georgy",Egorov,Georgy,2
WOS:000435871300010,"WOS:000435871300010_Sonin, Konstantin","Sonin, Konstantin",Sonin,Konstantin,3
WOS:000412764300007,"WOS:000412764300007_Dal B'o, Ernesto","Dal B'o, Ernesto",Dal B'o,Ernesto,1
WOS:000412764300007,"WOS:000412764300007_Finan, Frederico","Finan, Frederico",Finan,Frederico,2
WOS:000412764300007,"WOS:000412764300007_Folke, Olle","Folke, Olle",Folke,Olle,3
WOS:000412764300007,"WOS:000412764300007_Persson, Torsten","Persson, Torsten",Persson,Torsten,4
WOS:000412764300007,"WOS:000412764300007_Rickne, Johanna","Rickne, Johanna",Rickne,Johanna,5
WOS:000412764300009,"WOS:000412764300009_DellaVigna, Stefano","DellaVigna, Stefano",DellaVigna,Stefano,1
WOS:000412764300009,"WOS:000412764300009_Lindner, Attila","Lindner, Attila",Lindner,Attila,2
WOS:000412764300009,"WOS:000412764300009_Reizer, Balazs","Reizer, Balazs",Reizer,Balazs,3
WOS:000412764300009,"WOS:000412764300009_Schmieder, Johannes F.","Schmieder, Johannes F.",Schmieder,Johannes F.,4
WOS:000412764300011,"WOS:000412764300011_Haushofer, Johannes","Haushofer, Johannes",Haushofer,Johannes,1
WOS:000412764300011,"WOS:000412764300011_Shapiro, Jeremy","Shapiro, Jeremy",Shapiro,Jeremy,2
WOS:000401981500004,"WOS:000401981500004_Baron, Matthew","Baron, Matthew",Baron,Matthew,1
WOS:000401981500004,"WOS:000401981500004_Xiong, Wei","Xiong, Wei",Xiong,Wei,2
WOS:000388576700009,"WOS:000388576700009_Nagel, Stefan","Nagel, Stefan",Nagel,Stefan,1
WOS:000380249200007,"WOS:000380249200007_Rubinstein, Ariel","Rubinstein, Ariel",Rubinstein,Ariel,1
WOS:000764764900001,"WOS:000764764900001_Mullainathan, Sendhil","Mullainathan, Sendhil",Mullainathan,Sendhil,1
WOS:000764764900001,"WOS:000764764900001_Obermeyer, Ziad","Obermeyer, Ziad",Obermeyer,Ziad,2
WOS:000728439200004,"WOS:000728439200004_Alan, Sule","Alan, Sule",Alan,Sule,1
WOS:000728439200004,"WOS:000728439200004_Baysan, Ceren","Baysan, Ceren",Baysan,Ceren,2
WOS:000728439200004,"WOS:000728439200004_Gumren, Mert","Gumren, Mert",Gumren,Mert,3
WOS:000728439200004,"WOS:000728439200004_Kubilay, Elif","Kubilay, Elif",Kubilay,Elif,4
WOS:000612198000010,"WOS:000612198000010_Caunedo, Julieta","Caunedo, Julieta",Caunedo,Julieta,1
WOS:000612198000010,"WOS:000612198000010_Keller, Elisa","Keller, Elisa",Keller,Elisa,2
WOS:000544015700004,"WOS:000544015700004_Chandra, Amitabh","Chandra, Amitabh",Chandra,Amitabh,1
WOS:000544015700004,"WOS:000544015700004_Staiger, Douglas O.","Staiger, Douglas O.",Staiger,Douglas O.,2
WOS:000451280400008,"WOS:000451280400008_Fieldhouse, Andrew J.","Fieldhouse, Andrew J.",Fieldhouse,Andrew J.,1
WOS:000451280400008,"WOS:000451280400008_Mertens, Karel","Mertens, Karel",Mertens,Karel,2
WOS:000451280400008,"WOS:000451280400008_Ravn, Morten O.","Ravn, Morten O.",Ravn,Morten O.,3
WOS:000435871300003,"WOS:000435871300003_Herndrics, Lutz","Herndrics, Lutz",Herndrics,Lutz,1
WOS:000435871300003,"WOS:000435871300003_Schoellman, Todd","Schoellman, Todd",Schoellman,Todd,2
WOS:000396771300006,"WOS:000396771300006_Giroud, Xavier","Giroud, Xavier",Giroud,Xavier,1
WOS:000396771300006,"WOS:000396771300006_Mueller, Holger M.","Mueller, Holger M.",Mueller,Holger M.,2
WOS:000396771300005,"WOS:000396771300005_Scheuer, Florian","Scheuer, Florian",Scheuer,Florian,1
WOS:000396771300005,"WOS:000396771300005_Werning, Ivan","Werning, Ivan",Werning,Ivan,2
WOS:000388576700007,"WOS:000388576700007_Akerlof, Robert","Akerlof, Robert",Akerlof,Robert,1
WOS:000388576700007,"WOS:000388576700007_Holden, Richard","Holden, Richard",Holden,Richard,2
WOS:000383326100001,"WOS:000383326100001_Kirkeboen, Lars J.","Kirkeboen, Lars J.",Kirkeboen,Lars J.,1
WOS:000383326100001,"WOS:000383326100001_Leuven, Edwin","Leuven, Edwin",Leuven,Edwin,2
WOS:000383326100001,"WOS:000383326100001_Mogstad, Magne","Mogstad, Magne",Mogstad,Magne,3
WOS:000359638900005,"WOS:000359638900005_Ivashina, Victoria","Ivashina, Victoria",Ivashina,Victoria,1
WOS:000359638900005,"WOS:000359638900005_Scharfstein, David S.","Scharfstein, David S.",Scharfstein,David S.,2
WOS:000359638900005,"WOS:000359638900005_Stein, Jeremy C.","Stein, Jeremy C.",Stein,Jeremy C.,3
WOS:001076716200001,"WOS:001076716200001_Brancaccio, Giulia","Brancaccio, Giulia",Brancaccio,Giulia,1
WOS:001076716200001,"WOS:001076716200001_Kalouptsidi, Myrto","Kalouptsidi, Myrto",Kalouptsidi,Myrto,2
WOS:001076716200001,"WOS:001076716200001_Papageorgiou, Theodore","Papageorgiou, Theodore",Papageorgiou,Theodore,3
WOS:001076716200001,"WOS:001076716200001_Rosaia, Nicola","Rosaia, Nicola",Rosaia,Nicola,4
WOS:001030461600001,"WOS:001030461600001_Bianchi, Francesco","Bianchi, Francesco",Bianchi,Francesco,1
WOS:001030461600001,"WOS:001030461600001_Faccini, Renato","Faccini, Renato",Faccini,Renato,2
WOS:001030461600001,"WOS:001030461600001_Melosi, Leonardo","Melosi, Leonardo",Melosi,Leonardo,3
WOS:001035117100001,"WOS:001035117100001_Greenwood, Robin","Greenwood, Robin",Greenwood,Robin,1
WOS:001035117100001,"WOS:001035117100001_Hanson, Samuel","Hanson, Samuel",Hanson,Samuel,2
WOS:001035117100001,"WOS:001035117100001_Stein, Jeremy C.","Stein, Jeremy C.",Stein,Jeremy C.,3
WOS:001035117100001,"WOS:001035117100001_Sunderam, Adi","Sunderam, Adi",Sunderam,Adi,4
WOS:000865127000001,"WOS:000865127000001_Chalendard, Cyril","Chalendard, Cyril",Chalendard,Cyril,1
WOS:000865127000001,"WOS:000865127000001_Fernandes, Ana M.","Fernandes, Ana M.",Fernandes,Ana M.,2
WOS:000865127000001,"WOS:000865127000001_Raballand, Gael","Raballand, Gael",Raballand,Gael,3
WOS:000865127000001,"WOS:000865127000001_Rijkers, Bob","Rijkers, Bob",Rijkers,Bob,4
WOS:000764509800001,"WOS:000764509800001_Michelman, Valerie","Michelman, Valerie",Michelman,Valerie,1
WOS:000764509800001,"WOS:000764509800001_Price, Joseph","Price, Joseph",Price,Joseph,2
WOS:000764509800001,"WOS:000764509800001_Zimmerman, Seth D.","Zimmerman, Seth D.",Zimmerman,Seth D.,3
WOS:000743312400011,"WOS:000743312400011_Einav, Liran","Einav, Liran",Einav,Liran,1
WOS:000743312400011,"WOS:000743312400011_Finkelstein, Amy","Finkelstein, Amy",Finkelstein,Amy,2
WOS:000743312400011,"WOS:000743312400011_Ji, Yunan","Ji, Yunan",Ji,Yunan,3
WOS:000743312400011,"WOS:000743312400011_Mahoney, Neale","Mahoney, Neale",Mahoney,Neale,4
WOS:000728439200007,"WOS:000728439200007_Stantcheva, Stefanie","Stantcheva, Stefanie",Stantcheva,Stefanie,1
WOS:000642334600007,"WOS:000642334600007_Dahl, Gordon B.","Dahl, Gordon B.",Dahl,Gordon B.,1
WOS:000642334600007,"WOS:000642334600007_Kotsadam, Andreas","Kotsadam, Andreas",Kotsadam,Andreas,2
WOS:000642334600007,"WOS:000642334600007_Rooth, Dan-Olof","Rooth, Dan-Olof",Rooth,Dan-Olof,3
WOS:000451281400007,"WOS:000451281400007_Spenkuch, Jorg L.","Spenkuch, Jorg L.",Spenkuch,Jorg L.,1
WOS:000451281400007,"WOS:000451281400007_Toniatti, David","Toniatti, David",Toniatti,David,2
WOS:000401981500001,"WOS:000401981500001_Atkin, David","Atkin, David",Atkin,David,1
WOS:000401981500001,"WOS:000401981500001_Khandelwal, Amit K.","Khandelwal, Amit K.",Khandelwal,Amit K.,2
WOS:000401981500001,"WOS:000401981500001_Osman, Adam","Osman, Adam",Osman,Adam,3
WOS:000351525000003,"WOS:000351525000003_Agarwal, Sumit","Agarwal, Sumit",Agarwal,Sumit,1
WOS:000351525000003,"WOS:000351525000003_Chomsisengphet, Souphala","Chomsisengphet, Souphala",Chomsisengphet,Souphala,2
WOS:000351525000003,"WOS:000351525000003_Mahoney, Neale","Mahoney, Neale",Mahoney,Neale,3
WOS:000351525000003,"WOS:000351525000003_Stroebel, Johannes","Stroebel, Johannes",Stroebel,Johannes,4
WOS:000346660500010,"WOS:000346660500010_Lehmann, Etienne","Lehmann, Etienne",Lehmann,Etienne,1
WOS:000346660500010,"WOS:000346660500010_Simula, Laurent","Simula, Laurent",Simula,Laurent,2
WOS:000346660500010,"WOS:000346660500010_Trannoy, Alain","Trannoy, Alain",Trannoy,Alain,3
WOS:000813236400001,"WOS:000813236400001_Montiel Olea, Jose Luis","Montiel Olea, Jose Luis",Montiel Olea,Jose Luis,1
WOS:000813236400001,"WOS:000813236400001_Ortoleva, Pietro","Ortoleva, Pietro",Ortoleva,Pietro,2
WOS:000813236400001,"WOS:000813236400001_Pai, Mallesh M.","Pai, Mallesh M.",Pai,Mallesh M.,3
WOS:000813236400001,"WOS:000813236400001_Prat, Andrea","Prat, Andrea",Prat,Andrea,4
WOS:000770420700001,"WOS:000770420700001_Clayton, Christopher","Clayton, Christopher",Clayton,Christopher,1
WOS:000770420700001,"WOS:000770420700001_Schaab, Andreas","Schaab, Andreas",Schaab,Andreas,2
WOS:000743312400001,"WOS:000743312400001_Gethin, Amory","Gethin, Amory",Gethin,Amory,1
WOS:000743312400001,"WOS:000743312400001_Martinez-Toledano, Clara","Martinez-Toledano, Clara",Martinez-Toledano,Clara,2
WOS:000743312400001,"WOS:000743312400001_Piketty, Thomas","Piketty, Thomas",Piketty,Thomas,3
WOS:000728439200008,"WOS:000728439200008_Bonomi, Giampaolo","Bonomi, Giampaolo",Bonomi,Giampaolo,1
WOS:000728439200008,"WOS:000728439200008_Gennaioli, Nicola","Gennaioli, Nicola",Gennaioli,Nicola,2
WOS:000728439200008,"WOS:000728439200008_Tabellini, Guido","Tabellini, Guido",Tabellini,Guido,3
WOS:000728439200012,"WOS:000728439200012_Cantoni, Enrico","Cantoni, Enrico",Cantoni,Enrico,1
WOS:000728439200012,"WOS:000728439200012_Pons, Vincent","Pons, Vincent",Pons,Vincent,2
WOS:000672777600005,"WOS:000672777600005_Abaluck, Jason","Abaluck, Jason",Abaluck,Jason,1
WOS:000672777600005,"WOS:000672777600005_Bravo, Mauricio Caceres","Bravo, Mauricio Caceres",Bravo,Mauricio Caceres,2
WOS:000672777600005,"WOS:000672777600005_Hull, Peter","Hull, Peter",Hull,Peter,3
WOS:000672777600005,"WOS:000672777600005_Starc, Amanda","Starc, Amanda",Starc,Amanda,4
WOS:000672777600008,"WOS:000672777600008_Hanson, Samuel G.","Hanson, Samuel G.",Hanson,Samuel G.,1
WOS:000672777600008,"WOS:000672777600008_Lucca, David O.","Lucca, David O.",Lucca,David O.,2
WOS:000672777600008,"WOS:000672777600008_Wright, Jonathan H.","Wright, Jonathan H.",Wright,Jonathan H.,3
WOS:000544017700008,"WOS:000544017700008_Sandvik, Jason J.","Sandvik, Jason J.",Sandvik,Jason J.,1
WOS:000544017700008,"WOS:000544017700008_Saouma, Richard E.","Saouma, Richard E.",Saouma,Richard E.,2
WOS:000544017700008,"WOS:000544017700008_Seegert, Nathan T.","Seegert, Nathan T.",Seegert,Nathan T.,3
WOS:000544017700008,"WOS:000544017700008_Stanton, Christopher T.","Stanton, Christopher T.",Stanton,Christopher T.,4
WOS:000489163400009,"WOS:000489163400009_Hassan, Tarek A.","Hassan, Tarek A.",Hassan,Tarek A.,1
WOS:000489163400009,"WOS:000489163400009_Hollander, Stephan","Hollander, Stephan",Hollander,Stephan,2
WOS:000489163400009,"WOS:000489163400009_van Lent, Laurence","van Lent, Laurence",van Lent,Laurence,3
WOS:000489163400009,"WOS:000489163400009_Tahoun, Ahmed","Tahoun, Ahmed",Tahoun,Ahmed,4
WOS:000489162100008,"WOS:000489162100008_Enke, Benjamin","Enke, Benjamin",Enke,Benjamin,1
WOS:000489161300003,"WOS:000489161300003_Beraja, Martin","Beraja, Martin",Beraja,Martin,1
WOS:000489161300003,"WOS:000489161300003_Fuster, Andreas","Fuster, Andreas",Fuster,Andreas,2
WOS:000489161300003,"WOS:000489161300003_Hurst, Erik","Hurst, Erik",Hurst,Erik,3
WOS:000489161300003,"WOS:000489161300003_Vavra, Joseph","Vavra, Joseph",Vavra,Joseph,4
WOS:000489161300010,"WOS:000489161300010_Caicedo, Felipe Valencia","Caicedo, Felipe Valencia",Caicedo,Felipe Valencia,1
WOS:000451280400001,"WOS:000451280400001_Chetty, Raj","Chetty, Raj",Chetty,Raj,1
WOS:000451280400001,"WOS:000451280400001_Hendren, Nathaniel","Hendren, Nathaniel",Hendren,Nathaniel,2
WOS:000435871300004,"WOS:000435871300004_Dell, Melissa","Dell, Melissa",Dell,Melissa,1
WOS:000435871300004,"WOS:000435871300004_Querubin, Pablo","Querubin, Pablo",Querubin,Pablo,2
WOS:000412764300003,"WOS:000412764300003_Fajgelbaum, Pablo D.","Fajgelbaum, Pablo D.",Fajgelbaum,Pablo D.,1
WOS:000412764300003,"WOS:000412764300003_Schaal, Edouard","Schaal, Edouard",Schaal,Edouard,2
WOS:000412764300003,"WOS:000412764300003_Taschereau-Dumouchel, Mathieu","Taschereau-Dumouchel, Mathieu",Taschereau-Dumouchel,Mathieu,3
WOS:000406177000004,"WOS:000406177000004_Glover, Dylan","Glover, Dylan",Glover,Dylan,1
WOS:000406177000004,"WOS:000406177000004_Pallais, Amanda","Pallais, Amanda",Pallais,Amanda,2
WOS:000406177000004,"WOS:000406177000004_Pariente, William","Pariente, William",Pariente,William,3
WOS:000383326100006,"WOS:000383326100006_Ponticelli, Jacopo","Ponticelli, Jacopo",Ponticelli,Jacopo,1
WOS:000383326100006,"WOS:000383326100006_Alencar, Leonardo S.","Alencar, Leonardo S.",Alencar,Leonardo S.,2
